substitution_id,order_id,store_id,original_sku_id,substitute_sku_id,original_category,substitute_category,same_category,price_difference_inr,customer_accepted,reason_for_sub,order_date,acceptance_label
SUB_0026482,ORD_00221654,STR_001,SKU_0345,SKU_0342,Household,Household,True,172.0,True,Out of Stock,2023-10-08,Accepted
SUB_0006247,ORD_00052833,STR_006,SKU_0212,SKU_0370,Beverages,Household,False,69.0,False,Out of Stock,2023-03-03,Rejected
SUB_0044827,ORD_00373371,STR_007,SKU_0429,SKU_0181,Baby & Kids,Packaged Food,False,-222.0,False,Damaged,2024-03-13,Rejected
SUB_0003929,ORD_00033765,STR_007,SKU_0291,SKU_0254,Personal Care,Personal Care,True,-24.0,True,Out of Stock,2023-02-06,Accepted
SUB_0010853,ORD_00091544,STR_001,SKU_0326,SKU_0169,Household,Packaged Food,False,138.0,True,Out of Stock,2023-04-22,Accepted
SUB_0020624,ORD_00172925,STR_009,SKU_0312,SKU_0096,Household,Dairy & Eggs,False,-28.0,False,Out of Stock,2023-08-09,Rejected
SUB_0040489,ORD_00336829,STR_007,SKU_0021,SKU_0475,Fruits & Vegetables,Snacks & Confectionery,False,-31.0,False,Out of Stock,2024-01-27,Rejected
SUB_0018669,ORD_00156939,STR_007,SKU_0396,SKU_0096,Baby & Kids,Dairy & Eggs,False,-426.0,False,Damaged,2023-07-20,Rejected
SUB_0039904,ORD_00332050,STR_004,SKU_0270,SKU_0117,Personal Care,Dairy & Eggs,False,-135.0,False,Out of Stock,2024-01-22,Rejected
SUB_0041558,ORD_00345777,STR_003,SKU_0237,SKU_0152,Beverages,Packaged Food,False,-69.0,False,Expired,2024-02-07,Rejected
SUB_0006235,ORD_00052751,STR_006,SKU_0066,SKU_0318,Dairy & Eggs,Household,False,119.0,False,Out of Stock,2023-03-03,Rejected
SUB_0021213,ORD_00178219,STR_006,SKU_0437,SKU_0384,Snacks & Confectionery,Baby & Kids,False,226.0,False,Out of Stock,2023-08-16,Rejected
SUB_0040323,ORD_00335389,STR_004,SKU_0321,SKU_0235,Household,Beverages,False,-21.0,True,Expired,2024-01-26,Accepted
SUB_0006822,ORD_00057535,STR_006,SKU_0066,SKU_0352,Dairy & Eggs,Household,False,55.0,False,Damaged,2023-03-09,Rejected
SUB_0034810,ORD_00290123,STR_004,SKU_0493,SKU_0239,Snacks & Confectionery,Beverages,False,-63.0,False,Out of Stock,2023-12-09,Rejected
SUB_0035724,ORD_00297621,STR_002,SKU_0492,SKU_0348,Snacks & Confectionery,Household,False,240.0,False,Out of Stock,2023-12-17,Rejected
SUB_0009036,ORD_00076297,STR_004,SKU_0191,SKU_0089,Beverages,Dairy & Eggs,False,78.0,False,Out of Stock,2023-04-02,Rejected
SUB_0026263,ORD_00219902,STR_008,SKU_0088,SKU_0072,Dairy & Eggs,Dairy & Eggs,True,84.0,True,Out of Stock,2023-10-06,Accepted
SUB_0008480,ORD_00071516,STR_002,SKU_0444,SKU_0026,Snacks & Confectionery,Fruits & Vegetables,False,41.0,False,Out of Stock,2023-03-27,Rejected
SUB_0011763,ORD_00099307,STR_007,SKU_0105,SKU_0201,Dairy & Eggs,Beverages,False,-81.0,False,Out of Stock,2023-05-01,Rejected
SUB_0024185,ORD_00202939,STR_003,SKU_0369,SKU_0266,Household,Personal Care,False,136.0,False,Out of Stock,2023-09-17,Rejected
SUB_0053658,ORD_00446837,STR_001,SKU_0076,SKU_0241,Dairy & Eggs,Beverages,False,111.0,False,Out of Stock,2024-06-21,Rejected
SUB_0001813,ORD_00015336,STR_001,SKU_0136,SKU_0281,Packaged Food,Personal Care,False,103.0,True,Out of Stock,2023-01-17,Accepted
SUB_0039025,ORD_00325016,STR_010,SKU_0096,SKU_0011,Dairy & Eggs,Fruits & Vegetables,False,-87.0,True,Out of Stock,2024-01-14,Accepted
SUB_0001040,ORD_00008792,STR_002,SKU_0353,SKU_0416,Household,Baby & Kids,False,304.0,True,Out of Stock,2023-01-10,Accepted
SUB_0053612,ORD_00446425,STR_005,SKU_0133,SKU_0016,Packaged Food,Fruits & Vegetables,False,38.0,False,Out of Stock,2024-06-20,Rejected
SUB_0044034,ORD_00366459,STR_005,SKU_0314,SKU_0404,Household,Baby & Kids,False,158.0,False,Out of Stock,2024-03-04,Rejected
SUB_0021888,ORD_00183699,STR_005,SKU_0418,SKU_0446,Baby & Kids,Snacks & Confectionery,False,-507.0,False,Damaged,2023-08-23,Rejected
SUB_0001976,ORD_00016585,STR_005,SKU_0306,SKU_0109,Personal Care,Dairy & Eggs,False,-135.0,False,Out of Stock,2023-01-18,Rejected
SUB_0048621,ORD_00404958,STR_001,SKU_0016,SKU_0273,Fruits & Vegetables,Personal Care,False,160.0,False,Out of Stock,2024-04-23,Rejected
SUB_0051563,ORD_00429069,STR_006,SKU_0380,SKU_0199,Baby & Kids,Beverages,False,-490.0,False,Out of Stock,2024-05-26,Rejected
SUB_0048508,ORD_00403885,STR_007,SKU_0284,SKU_0152,Personal Care,Packaged Food,False,-136.0,False,Out of Stock,2024-04-21,Rejected
SUB_0031104,ORD_00259415,STR_009,SKU_0004,SKU_0325,Fruits & Vegetables,Household,False,-29.0,True,Out of Stock,2023-11-10,Accepted
SUB_0013959,ORD_00117479,STR_007,SKU_0267,SKU_0249,Personal Care,Personal Care,True,-49.0,False,Out of Stock,2023-05-27,Rejected
SUB_0036023,ORD_00300124,STR_008,SKU_0263,SKU_0396,Personal Care,Baby & Kids,False,512.0,False,Expired,2023-12-19,Rejected
SUB_0034472,ORD_00287399,STR_003,SKU_0181,SKU_0121,Packaged Food,Dairy & Eggs,False,26.0,True,Out of Stock,2023-12-06,Accepted
SUB_0024383,ORD_00204610,STR_004,SKU_0330,SKU_0429,Household,Baby & Kids,False,206.0,False,Out of Stock,2023-09-19,Rejected
SUB_0010584,ORD_00089086,STR_007,SKU_0377,SKU_0428,Baby & Kids,Baby & Kids,True,312.0,False,Out of Stock,2023-04-18,Rejected
SUB_0013624,ORD_00114757,STR_008,SKU_0114,SKU_0134,Dairy & Eggs,Packaged Food,False,-109.0,True,Out of Stock,2023-05-23,Accepted
SUB_0014338,ORD_00120807,STR_006,SKU_0291,SKU_0183,Personal Care,Packaged Food,False,-130.0,True,Out of Stock,2023-06-01,Accepted
SUB_0019914,ORD_00167027,STR_006,SKU_0329,SKU_0349,Household,Household,True,-14.0,True,Out of Stock,2023-08-02,Accepted
SUB_0050446,ORD_00419986,STR_006,SKU_0499,SKU_0069,Snacks & Confectionery,Dairy & Eggs,False,15.0,True,Damaged,2024-05-13,Accepted
SUB_0029112,ORD_00243540,STR_007,SKU_0432,SKU_0392,Baby & Kids,Baby & Kids,True,-108.0,True,Out of Stock,2023-10-27,Accepted
SUB_0010391,ORD_00087380,STR_005,SKU_0057,SKU_0075,Fruits & Vegetables,Dairy & Eggs,False,17.0,True,Out of Stock,2023-04-16,Accepted
SUB_0009011,ORD_00076116,STR_002,SKU_0433,SKU_0402,Baby & Kids,Baby & Kids,True,-252.0,True,Out of Stock,2023-04-02,Accepted
SUB_0036942,ORD_00308061,STR_004,SKU_0156,SKU_0263,Packaged Food,Personal Care,False,-48.0,False,Out of Stock,2023-12-28,Rejected
SUB_0043682,ORD_00363550,STR_001,SKU_0165,SKU_0030,Packaged Food,Fruits & Vegetables,False,-175.0,False,Out of Stock,2024-03-01,Rejected
SUB_0035003,ORD_00291694,STR_008,SKU_0063,SKU_0058,Dairy & Eggs,Fruits & Vegetables,False,24.0,True,Damaged,2023-12-10,Accepted
SUB_0037633,ORD_00313724,STR_003,SKU_0267,SKU_0018,Personal Care,Fruits & Vegetables,False,-92.0,True,Out of Stock,2024-01-03,Accepted
SUB_0015032,ORD_00126669,STR_010,SKU_0479,SKU_0332,Snacks & Confectionery,Household,False,79.0,False,Out of Stock,2023-06-09,Rejected
SUB_0008271,ORD_00069892,STR_004,SKU_0055,SKU_0085,Fruits & Vegetables,Dairy & Eggs,False,4.0,False,Out of Stock,2023-03-25,Rejected
SUB_0017194,ORD_00144615,STR_009,SKU_0455,SKU_0490,Snacks & Confectionery,Snacks & Confectionery,True,1.0,False,Out of Stock,2023-07-04,Rejected
SUB_0045755,ORD_00380998,STR_006,SKU_0194,SKU_0229,Beverages,Beverages,True,78.0,True,Out of Stock,2024-03-23,Accepted
SUB_0042185,ORD_00351247,STR_002,SKU_0015,SKU_0319,Fruits & Vegetables,Household,False,92.0,False,Out of Stock,2024-02-14,Rejected
SUB_0005374,ORD_00045578,STR_002,SKU_0293,SKU_0317,Personal Care,Household,False,91.0,True,Out of Stock,2023-02-22,Accepted
SUB_0035175,ORD_00293144,STR_004,SKU_0238,SKU_0406,Beverages,Baby & Kids,False,232.0,False,Out of Stock,2023-12-12,Rejected
SUB_0009761,ORD_00082005,STR_006,SKU_0471,SKU_0433,Snacks & Confectionery,Baby & Kids,False,478.0,True,Out of Stock,2023-04-09,Accepted
SUB_0051005,ORD_00424790,STR_005,SKU_0484,SKU_0048,Snacks & Confectionery,Fruits & Vegetables,False,-49.0,True,Out of Stock,2024-05-20,Accepted
SUB_0011322,ORD_00095619,STR_001,SKU_0276,SKU_0052,Personal Care,Fruits & Vegetables,False,20.0,True,Out of Stock,2023-04-27,Accepted
SUB_0028728,ORD_00240324,STR_005,SKU_0415,SKU_0316,Baby & Kids,Household,False,-159.0,False,Out of Stock,2023-10-24,Rejected
SUB_0034757,ORD_00289667,STR_010,SKU_0265,SKU_0227,Personal Care,Beverages,False,-161.0,False,Damaged,2023-12-08,Rejected
SUB_0035838,ORD_00298594,STR_001,SKU_0171,SKU_0307,Packaged Food,Personal Care,False,-22.0,True,Out of Stock,2023-12-18,Accepted
SUB_0006624,ORD_00056008,STR_004,SKU_0339,SKU_0088,Household,Dairy & Eggs,False,-73.0,True,Out of Stock,2023-03-07,Accepted
SUB_0047123,ORD_00392461,STR_001,SKU_0147,SKU_0349,Packaged Food,Household,False,-80.0,False,Out of Stock,2024-04-07,Rejected
SUB_0053544,ORD_00445811,STR_005,SKU_0498,SKU_0006,Snacks & Confectionery,Fruits & Vegetables,False,-35.0,False,Out of Stock,2024-06-19,Rejected
SUB_0005990,ORD_00050683,STR_006,SKU_0464,SKU_0218,Snacks & Confectionery,Beverages,False,-66.0,False,Out of Stock,2023-02-28,Rejected
SUB_0017999,ORD_00151380,STR_006,SKU_0402,SKU_0273,Baby & Kids,Personal Care,False,-85.0,False,Out of Stock,2023-07-13,Rejected
SUB_0010507,ORD_00088406,STR_008,SKU_0397,SKU_0375,Baby & Kids,Baby & Kids,True,-351.0,False,Out of Stock,2023-04-17,Rejected
SUB_0010918,ORD_00092102,STR_007,SKU_0355,SKU_0363,Household,Household,True,68.0,True,Out of Stock,2023-04-22,Accepted
SUB_0018533,ORD_00155836,STR_002,SKU_0045,SKU_0125,Fruits & Vegetables,Packaged Food,False,-28.0,False,Out of Stock,2023-07-19,Rejected
SUB_0042661,ORD_00355240,STR_001,SKU_0117,SKU_0037,Dairy & Eggs,Fruits & Vegetables,False,-39.0,True,Out of Stock,2024-02-19,Accepted
SUB_0014336,ORD_00120798,STR_006,SKU_0184,SKU_0216,Packaged Food,Beverages,False,-86.0,False,Out of Stock,2023-06-01,Rejected
SUB_0043119,ORD_00358899,STR_002,SKU_0392,SKU_0262,Baby & Kids,Personal Care,False,27.0,False,Out of Stock,2024-02-24,Rejected
SUB_0048931,ORD_00407467,STR_006,SKU_0375,SKU_0397,Baby & Kids,Baby & Kids,True,351.0,False,Damaged,2024-04-26,Rejected
SUB_0016881,ORD_00142060,STR_006,SKU_0244,SKU_0442,Beverages,Snacks & Confectionery,False,11.0,False,Out of Stock,2023-07-01,Rejected
SUB_0037237,ORD_00310459,STR_009,SKU_0346,SKU_0077,Household,Dairy & Eggs,False,-196.0,False,Out of Stock,2023-12-30,Rejected
SUB_0012871,ORD_00108343,STR_006,SKU_0120,SKU_0480,Dairy & Eggs,Snacks & Confectionery,False,35.0,False,Damaged,2023-05-14,Rejected
SUB_0000682,ORD_00005614,STR_002,SKU_0010,SKU_0365,Fruits & Vegetables,Household,False,261.0,False,Damaged,2023-01-07,Rejected
SUB_0033138,ORD_00276062,STR_005,SKU_0126,SKU_0476,Packaged Food,Snacks & Confectionery,False,55.0,True,Out of Stock,2023-11-25,Accepted
SUB_0032388,ORD_00269891,STR_007,SKU_0319,SKU_0308,Household,Personal Care,False,44.0,False,Out of Stock,2023-11-19,Rejected
SUB_0015298,ORD_00128790,STR_006,SKU_0381,SKU_0028,Baby & Kids,Fruits & Vegetables,False,-182.0,False,Out of Stock,2023-06-12,Rejected
SUB_0043276,ORD_00360355,STR_007,SKU_0125,SKU_0430,Packaged Food,Baby & Kids,False,305.0,False,Damaged,2024-02-25,Rejected
SUB_0053279,ORD_00443465,STR_001,SKU_0390,SKU_0106,Baby & Kids,Dairy & Eggs,False,-510.0,False,Out of Stock,2024-06-16,Rejected
SUB_0045360,ORD_00377855,STR_004,SKU_0341,SKU_0381,Household,Baby & Kids,False,57.0,False,Out of Stock,2024-03-19,Rejected
SUB_0014145,ORD_00119138,STR_009,SKU_0314,SKU_0480,Household,Snacks & Confectionery,False,45.0,True,Out of Stock,2023-05-29,Accepted
SUB_0003800,ORD_00032678,STR_004,SKU_0352,SKU_0386,Household,Baby & Kids,False,-147.0,False,Out of Stock,2023-02-05,Rejected
SUB_0045602,ORD_00379694,STR_010,SKU_0048,SKU_0232,Fruits & Vegetables,Beverages,False,-41.0,False,Damaged,2024-03-21,Rejected
SUB_0001633,ORD_00013698,STR_004,SKU_0345,SKU_0090,Household,Dairy & Eggs,False,-102.0,False,Out of Stock,2023-01-15,Rejected
SUB_0002609,ORD_00022243,STR_004,SKU_0068,SKU_0349,Dairy & Eggs,Household,False,163.0,True,Out of Stock,2023-01-24,Accepted
SUB_0027378,ORD_00228992,STR_007,SKU_0024,SKU_0439,Fruits & Vegetables,Snacks & Confectionery,False,7.0,True,Out of Stock,2023-10-14,Accepted
SUB_0050571,ORD_00421083,STR_004,SKU_0216,SKU_0385,Beverages,Baby & Kids,False,248.0,False,Out of Stock,2024-05-15,Rejected
SUB_0030761,ORD_00256531,STR_010,SKU_0275,SKU_0228,Personal Care,Beverages,False,32.0,True,Out of Stock,2023-11-07,Accepted
SUB_0000891,ORD_00007402,STR_007,SKU_0080,SKU_0047,Dairy & Eggs,Fruits & Vegetables,False,-50.0,False,Out of Stock,2023-01-08,Rejected
SUB_0020193,ORD_00169334,STR_006,SKU_0139,SKU_0319,Packaged Food,Household,False,6.0,False,Out of Stock,2023-08-05,Rejected
SUB_0017952,ORD_00151021,STR_001,SKU_0317,SKU_0039,Household,Fruits & Vegetables,False,-126.0,False,Out of Stock,2023-07-13,Rejected
SUB_0033037,ORD_00275277,STR_008,SKU_0402,SKU_0337,Baby & Kids,Household,False,-131.0,False,Out of Stock,2023-11-24,Rejected
SUB_0029157,ORD_00243875,STR_010,SKU_0378,SKU_0376,Baby & Kids,Baby & Kids,True,178.0,False,Out of Stock,2023-10-27,Rejected
SUB_0026431,ORD_00221273,STR_009,SKU_0383,SKU_0042,Baby & Kids,Fruits & Vegetables,False,-487.0,False,Out of Stock,2023-10-07,Rejected
SUB_0037668,ORD_00313934,STR_005,SKU_0103,SKU_0385,Dairy & Eggs,Baby & Kids,False,224.0,True,Damaged,2024-01-03,Accepted
SUB_0037182,ORD_00310157,STR_006,SKU_0268,SKU_0127,Personal Care,Packaged Food,False,-105.0,False,Out of Stock,2023-12-30,Rejected
SUB_0014751,ORD_00124335,STR_004,SKU_0321,SKU_0265,Household,Personal Care,False,168.0,False,Expired,2023-06-06,Rejected
SUB_0038003,ORD_00316558,STR_005,SKU_0087,SKU_0379,Dairy & Eggs,Baby & Kids,False,303.0,False,Out of Stock,2024-01-06,Rejected
SUB_0032419,ORD_00270104,STR_009,SKU_0484,SKU_0111,Snacks & Confectionery,Dairy & Eggs,False,-42.0,False,Out of Stock,2023-11-19,Rejected
SUB_0005930,ORD_00050181,STR_009,SKU_0090,SKU_0194,Dairy & Eggs,Beverages,False,-6.0,True,Out of Stock,2023-02-27,Accepted
SUB_0047829,ORD_00398152,STR_005,SKU_0143,SKU_0269,Packaged Food,Personal Care,False,108.0,True,Expired,2024-04-14,Accepted
SUB_0051366,ORD_00427451,STR_006,SKU_0298,SKU_0457,Personal Care,Snacks & Confectionery,False,-54.0,True,Out of Stock,2024-05-24,Accepted
SUB_0041615,ORD_00346288,STR_010,SKU_0205,SKU_0431,Beverages,Baby & Kids,False,449.0,True,Out of Stock,2024-02-07,Accepted
SUB_0010198,ORD_00085667,STR_006,SKU_0428,SKU_0236,Baby & Kids,Beverages,False,-713.0,True,Out of Stock,2023-04-14,Accepted
SUB_0006226,ORD_00052681,STR_004,SKU_0197,SKU_0472,Beverages,Snacks & Confectionery,False,29.0,True,Out of Stock,2023-03-03,Accepted
SUB_0014713,ORD_00123977,STR_008,SKU_0473,SKU_0162,Snacks & Confectionery,Packaged Food,False,99.0,True,Out of Stock,2023-06-05,Accepted
SUB_0029822,ORD_00248999,STR_002,SKU_0281,SKU_0390,Personal Care,Baby & Kids,False,332.0,True,Damaged,2023-11-01,Accepted
SUB_0007965,ORD_00067101,STR_006,SKU_0334,SKU_0422,Household,Baby & Kids,False,491.0,False,Out of Stock,2023-03-21,Rejected
SUB_0010437,ORD_00087769,STR_009,SKU_0100,SKU_0339,Dairy & Eggs,Household,False,-33.0,False,Expired,2023-04-16,Rejected
SUB_0030096,ORD_00251436,STR_007,SKU_0089,SKU_0288,Dairy & Eggs,Personal Care,False,185.0,True,Out of Stock,2023-11-03,Accepted
SUB_0014218,ORD_00119787,STR_009,SKU_0247,SKU_0232,Beverages,Beverages,True,-50.0,True,Out of Stock,2023-05-30,Accepted
SUB_0035941,ORD_00299393,STR_009,SKU_0109,SKU_0449,Dairy & Eggs,Snacks & Confectionery,False,-90.0,True,Out of Stock,2023-12-18,Accepted
SUB_0048389,ORD_00402915,STR_007,SKU_0081,SKU_0135,Dairy & Eggs,Packaged Food,False,-43.0,False,Damaged,2024-04-20,Rejected
SUB_0014314,ORD_00120605,STR_002,SKU_0071,SKU_0204,Dairy & Eggs,Beverages,False,50.0,False,Out of Stock,2023-06-01,Rejected
SUB_0047109,ORD_00392361,STR_010,SKU_0281,SKU_0384,Personal Care,Baby & Kids,False,57.0,True,Out of Stock,2024-04-06,Accepted
SUB_0039464,ORD_00328257,STR_008,SKU_0187,SKU_0465,Beverages,Snacks & Confectionery,False,9.0,True,Out of Stock,2024-01-18,Accepted
SUB_0049700,ORD_00413569,STR_007,SKU_0368,SKU_0117,Household,Dairy & Eggs,False,74.0,True,Out of Stock,2024-05-04,Accepted
SUB_0007846,ORD_00066093,STR_002,SKU_0245,SKU_0264,Beverages,Personal Care,False,-86.0,False,Out of Stock,2023-03-20,Rejected
SUB_0044891,ORD_00373940,STR_005,SKU_0097,SKU_0119,Dairy & Eggs,Dairy & Eggs,True,-80.0,True,Out of Stock,2024-03-14,Accepted
SUB_0034542,ORD_00287927,STR_009,SKU_0251,SKU_0282,Personal Care,Personal Care,True,-131.0,True,Out of Stock,2023-12-06,Accepted
SUB_0039782,ORD_00330953,STR_004,SKU_0203,SKU_0238,Beverages,Beverages,True,60.0,True,Damaged,2024-01-21,Accepted
SUB_0004806,ORD_00041019,STR_003,SKU_0298,SKU_0100,Personal Care,Dairy & Eggs,False,-39.0,True,Out of Stock,2023-02-16,Accepted
SUB_0051501,ORD_00428637,STR_001,SKU_0369,SKU_0364,Household,Household,True,11.0,False,Out of Stock,2024-05-26,Rejected
SUB_0015131,ORD_00127411,STR_008,SKU_0416,SKU_0477,Baby & Kids,Snacks & Confectionery,False,-357.0,True,Out of Stock,2023-06-10,Accepted
SUB_0020256,ORD_00169776,STR_010,SKU_0391,SKU_0488,Baby & Kids,Snacks & Confectionery,False,-326.0,True,Out of Stock,2023-08-05,Accepted
SUB_0015369,ORD_00129298,STR_005,SKU_0413,SKU_0382,Baby & Kids,Baby & Kids,True,207.0,True,Damaged,2023-06-13,Accepted
SUB_0051384,ORD_00427596,STR_008,SKU_0292,SKU_0114,Personal Care,Dairy & Eggs,False,20.0,False,Out of Stock,2024-05-24,Rejected
SUB_0052350,ORD_00435463,STR_005,SKU_0025,SKU_0301,Fruits & Vegetables,Personal Care,False,177.0,True,Out of Stock,2024-06-04,Accepted
SUB_0036084,ORD_00300694,STR_005,SKU_0017,SKU_0174,Fruits & Vegetables,Packaged Food,False,101.0,True,Out of Stock,2023-12-20,Accepted
SUB_0040528,ORD_00337122,STR_010,SKU_0239,SKU_0079,Beverages,Dairy & Eggs,False,89.0,True,Out of Stock,2024-01-27,Accepted
SUB_0042392,ORD_00352895,STR_006,SKU_0059,SKU_0304,Fruits & Vegetables,Personal Care,False,187.0,False,Expired,2024-02-16,Rejected
SUB_0017738,ORD_00149031,STR_004,SKU_0107,SKU_0040,Dairy & Eggs,Fruits & Vegetables,False,-40.0,False,Out of Stock,2023-07-10,Rejected
SUB_0012831,ORD_00107985,STR_002,SKU_0242,SKU_0353,Beverages,Household,False,45.0,False,Out of Stock,2023-05-14,Rejected
SUB_0033241,ORD_00276881,STR_010,SKU_0271,SKU_0409,Personal Care,Baby & Kids,False,-75.0,False,Out of Stock,2023-11-25,Rejected
SUB_0049371,ORD_00410979,STR_008,SKU_0478,SKU_0062,Snacks & Confectionery,Fruits & Vegetables,False,-53.0,False,Out of Stock,2024-04-30,Rejected
SUB_0017364,ORD_00146206,STR_001,SKU_0364,SKU_0323,Household,Household,True,-70.0,True,Out of Stock,2023-07-07,Accepted
SUB_0016163,ORD_00136199,STR_004,SKU_0186,SKU_0098,Packaged Food,Dairy & Eggs,False,-80.0,False,Out of Stock,2023-06-23,Rejected
SUB_0017783,ORD_00149499,STR_010,SKU_0222,SKU_0387,Beverages,Baby & Kids,False,134.0,True,Expired,2023-07-10,Accepted
SUB_0049472,ORD_00411780,STR_001,SKU_0366,SKU_0252,Household,Personal Care,False,203.0,False,Damaged,2024-05-02,Rejected
SUB_0009126,ORD_00077151,STR_003,SKU_0447,SKU_0270,Snacks & Confectionery,Personal Care,False,100.0,True,Expired,2023-04-03,Accepted
SUB_0048412,ORD_00403108,STR_009,SKU_0355,SKU_0050,Household,Fruits & Vegetables,False,6.0,False,Expired,2024-04-20,Rejected
SUB_0017617,ORD_00148072,STR_003,SKU_0145,SKU_0488,Packaged Food,Snacks & Confectionery,False,-226.0,True,Out of Stock,2023-07-09,Accepted
SUB_0050861,ORD_00423553,STR_010,SKU_0389,SKU_0301,Baby & Kids,Personal Care,False,-413.0,False,Out of Stock,2024-05-18,Rejected
SUB_0031243,ORD_00260489,STR_007,SKU_0482,SKU_0366,Snacks & Confectionery,Household,False,0.0,False,Expired,2023-11-11,Rejected
SUB_0048557,ORD_00404405,STR_003,SKU_0240,SKU_0405,Beverages,Baby & Kids,False,210.0,False,Out of Stock,2024-04-22,Rejected
SUB_0018454,ORD_00155154,STR_002,SKU_0363,SKU_0065,Household,Dairy & Eggs,False,27.0,True,Out of Stock,2023-07-18,Accepted
SUB_0008649,ORD_00073187,STR_005,SKU_0092,SKU_0177,Dairy & Eggs,Packaged Food,False,90.0,False,Out of Stock,2023-03-29,Rejected
SUB_0028792,ORD_00240786,STR_010,SKU_0463,SKU_0224,Snacks & Confectionery,Beverages,False,0.0,True,Out of Stock,2023-10-24,Accepted
SUB_0039443,ORD_00328042,STR_006,SKU_0339,SKU_0440,Household,Snacks & Confectionery,False,-12.0,True,Out of Stock,2024-01-18,Accepted
SUB_0048653,ORD_00405252,STR_005,SKU_0370,SKU_0464,Household,Snacks & Confectionery,False,31.0,False,Out of Stock,2024-04-23,Rejected
SUB_0040845,ORD_00339692,STR_006,SKU_0210,SKU_0300,Beverages,Personal Care,False,254.0,False,Damaged,2024-01-30,Rejected
SUB_0005861,ORD_00049624,STR_002,SKU_0053,SKU_0242,Fruits & Vegetables,Beverages,False,73.0,True,Damaged,2023-02-27,Accepted
SUB_0012075,ORD_00101856,STR_007,SKU_0482,SKU_0476,Snacks & Confectionery,Snacks & Confectionery,True,-61.0,True,Out of Stock,2023-05-05,Accepted
SUB_0013338,ORD_00112355,STR_006,SKU_0074,SKU_0046,Dairy & Eggs,Fruits & Vegetables,False,-22.0,True,Out of Stock,2023-05-20,Accepted
SUB_0021713,ORD_00182395,STR_008,SKU_0120,SKU_0320,Dairy & Eggs,Household,False,107.0,False,Out of Stock,2023-08-21,Rejected
SUB_0020816,ORD_00174678,STR_003,SKU_0256,SKU_0103,Personal Care,Dairy & Eggs,False,11.0,False,Damaged,2023-08-12,Rejected
SUB_0033802,ORD_00281547,STR_002,SKU_0151,SKU_0267,Packaged Food,Personal Care,False,-73.0,False,Expired,2023-11-30,Rejected
SUB_0042810,ORD_00356329,STR_006,SKU_0070,SKU_0191,Dairy & Eggs,Beverages,False,-133.0,False,Out of Stock,2024-02-20,Rejected
SUB_0053156,ORD_00442502,STR_009,SKU_0405,SKU_0413,Baby & Kids,Baby & Kids,True,110.0,True,Expired,2024-06-14,Accepted
SUB_0040427,ORD_00336350,STR_004,SKU_0208,SKU_0178,Beverages,Packaged Food,False,-80.0,False,Out of Stock,2024-01-27,Rejected
SUB_0029495,ORD_00246468,STR_009,SKU_0491,SKU_0124,Snacks & Confectionery,Dairy & Eggs,False,47.0,True,Out of Stock,2023-10-29,Accepted
SUB_0014659,ORD_00123472,STR_010,SKU_0396,SKU_0064,Baby & Kids,Dairy & Eggs,False,-435.0,False,Out of Stock,2023-06-04,Rejected
SUB_0028797,ORD_00240819,STR_010,SKU_0373,SKU_0364,Household,Household,True,36.0,True,Out of Stock,2023-10-24,Accepted
SUB_0034839,ORD_00290316,STR_005,SKU_0377,SKU_0095,Baby & Kids,Dairy & Eggs,False,-337.0,False,Out of Stock,2023-12-09,Rejected
SUB_0008275,ORD_00069915,STR_004,SKU_0422,SKU_0121,Baby & Kids,Dairy & Eggs,False,-452.0,False,Out of Stock,2023-03-25,Rejected
SUB_0012264,ORD_00103234,STR_004,SKU_0471,SKU_0186,Snacks & Confectionery,Packaged Food,False,114.0,True,Out of Stock,2023-05-07,Accepted
SUB_0034806,ORD_00290088,STR_004,SKU_0433,SKU_0380,Baby & Kids,Baby & Kids,True,-37.0,True,Out of Stock,2023-12-09,Accepted
SUB_0000587,ORD_00004772,STR_003,SKU_0094,SKU_0492,Dairy & Eggs,Snacks & Confectionery,False,-30.0,True,Damaged,2023-01-06,Accepted
SUB_0032679,ORD_00272444,STR_001,SKU_0180,SKU_0016,Packaged Food,Fruits & Vegetables,False,-112.0,True,Damaged,2023-11-22,Accepted
SUB_0018198,ORD_00152879,STR_006,SKU_0224,SKU_0180,Beverages,Packaged Food,False,87.0,False,Expired,2023-07-15,Rejected
SUB_0000432,ORD_00003474,STR_008,SKU_0265,SKU_0424,Personal Care,Baby & Kids,False,-120.0,True,Out of Stock,2023-01-04,Accepted
SUB_0040869,ORD_00339904,STR_009,SKU_0035,SKU_0425,Fruits & Vegetables,Baby & Kids,False,619.0,False,Out of Stock,2024-01-30,Rejected
SUB_0002361,ORD_00019858,STR_009,SKU_0086,SKU_0391,Dairy & Eggs,Baby & Kids,False,260.0,False,Expired,2023-01-21,Rejected
SUB_0016855,ORD_00141862,STR_005,SKU_0314,SKU_0333,Household,Household,True,-27.0,True,Out of Stock,2023-07-01,Accepted
SUB_0040996,ORD_00341022,STR_002,SKU_0139,SKU_0172,Packaged Food,Packaged Food,True,-20.0,True,Out of Stock,2024-02-01,Accepted
SUB_0052953,ORD_00440726,STR_001,SKU_0112,SKU_0398,Dairy & Eggs,Baby & Kids,False,391.0,True,Out of Stock,2024-06-12,Accepted
