order_id,store_id,customer_id,order_timestamp,order_date,order_hour,day_of_week,month,quarter,is_weekend,payment_method,order_value_inr,discount_amount_inr,delivery_charge_inr,platform_fee_inr,net_order_value_inr,pick_time_mins,pack_time_mins,dispatch_time_mins,travel_time_mins,total_delivery_mins,sla_met,distance_km,delivery_cost_inr,order_status,num_items,had_substitution,customer_rating,gross_profit_inr,is_profitable,order_hour_band,delivery_speed_band
ORD_00114835,STR_009,CUST_000776,2023-05-23 18:54:28,2023-05-23,18,Tuesday,5,2,False,Card,736.37,110.46,0,22.09,648.0,4.64,2.21,1.73,7.95,16.53,False,1.72,32.12,Delivered,3,False,5.0,615.88,True,Evening,15-25 mins
ORD_00425119,STR_010,CUST_041501,2024-05-20 17:51:04,2024-05-20,17,Monday,5,2,False,UPI,105.01,5.25,25,3.15,127.91,3.0,1.3,2.01,9.96,16.27,False,1.98,30.92,Delivered,10,False,4.0,96.99,True,Evening,15-25 mins
ORD_00296641,STR_003,CUST_014199,2023-12-16 04:18:05,2023-12-16,4,Saturday,12,4,True,Card,306.92,15.35,0,9.21,300.78,9.36,2.53,2.15,6.93,20.97,False,1.52,30.05,Delivered,11,False,4.0,270.73,True,Late Night,15-25 mins
ORD_00224683,STR_008,CUST_037059,2023-10-10 21:39:44,2023-10-10,21,Tuesday,10,4,False,UPI,1528.96,0.0,0,45.87,1574.83,6.13,2.44,1.17,7.23,16.97,False,1.99,29.35,Delivered,11,False,5.0,1545.48,True,Night,15-25 mins
ORD_00047727,STR_002,CUST_017674,2023-02-25 16:56:15,2023-02-25,16,Saturday,2,1,True,Card,144.11,0.0,25,4.32,173.43,2.55,1.98,1.02,4.04,9.59,True,0.54,20.64,Delivered,2,False,1.0,152.79,True,Afternoon,8-10 mins
ORD_00185917,STR_006,CUST_001562,2023-08-26 19:21:52,2023-08-26,19,Saturday,8,3,True,UPI,496.23,0.0,0,14.89,511.12,7.34,4.17,1.48,8.91,21.9,False,1.97,34.68,Delivered,4,False,5.0,476.44,True,Evening,15-25 mins
ORD_00172548,STR_005,CUST_019322,2023-08-09 21:44:08,2023-08-09,21,Wednesday,8,3,False,UPI,395.08,0.0,0,11.85,406.93,7.2,2.26,1.27,6.51,17.240000000000002,False,1.31,22.75,Delivered,11,False,4.0,384.18,True,Night,15-25 mins
ORD_00103134,STR_003,CUST_027007,2023-05-07 16:55:48,2023-05-07,16,Sunday,5,2,True,UPI,162.92,0.0,0,4.89,167.81,3.38,1.98,1.28,3.01,9.65,True,1.03,28.96,Delivered,7,True,5.0,138.85,True,Afternoon,8-10 mins
ORD_00043806,STR_007,CUST_001012,2023-02-19 22:04:18,2023-02-19,22,Sunday,2,1,True,UPI,167.81,0.0,0,5.03,172.84,2.72,1.07,1.87,4.01,9.67,True,0.83,23.64,Delivered,8,False,4.0,149.2,True,Night,8-10 mins
ORD_00010259,STR_009,CUST_044169,2023-01-11 08:17:13,2023-01-11,8,Wednesday,1,1,False,Wallet,195.44,0.0,0,5.86,201.3,2.1,2.02,1.59,9.42,15.13,False,2.32,38.32,Delivered,3,False,5.0,162.98,True,Morning,15-25 mins
ORD_00349853,STR_004,CUST_013783,2024-02-12 13:38:50,2024-02-12,13,Monday,2,1,False,UPI,673.65,67.36,0,20.21,626.5,5.9,3.27,1.22,5.22,15.61,False,1.22,22.86,Delivered,11,False,5.0,603.64,True,Afternoon,15-25 mins
ORD_00332891,STR_004,CUST_027878,2024-01-23 08:32:27,2024-01-23,8,Tuesday,1,1,False,UPI,156.59,0.0,0,4.7,161.29,2.62,2.2,1.4,5.61,11.830000000000002,False,1.38,25.67,Delivered,1,True,4.0,135.62,True,Morning,10-15 mins
ORD_00449659,STR_009,CUST_035899,2024-06-24 18:42:22,2024-06-24,18,Monday,6,2,False,UPI,464.1,23.2,0,13.92,454.82,6.49,2.05,1.25,3.0,12.79,False,0.43,18.77,Delivered,1,False,4.0,436.05,True,Evening,10-15 mins
ORD_00073239,STR_006,CUST_037668,2023-03-29 11:11:29,2023-03-29,11,Wednesday,3,1,False,UPI,209.67,0.0,0,6.29,215.96,5.4,1.02,2.68,3.48,12.58,False,1.47,24.55,Delivered,7,False,4.0,191.41,True,Morning,10-15 mins
ORD_00076388,STR_005,CUST_000617,2023-04-02 11:40:16,2023-04-02,11,Sunday,4,2,True,COD,294.14,58.83,0,8.82,244.13,4.85,2.29,0.81,3.0,10.95,False,0.52,22.76,Delivered,1,False,4.0,221.37,True,Morning,10-15 mins
ORD_00215286,STR_003,CUST_030118,2023-10-02 14:33:26,2023-10-02,14,Monday,10,4,False,Wallet,292.92,0.0,0,8.79,301.71,3.73,1.94,1.27,11.37,18.31,False,2.66,37.19,Delivered,8,True,4.0,264.52,True,Afternoon,15-25 mins
ORD_00125087,STR_006,CUST_002113,2023-06-07 07:18:38,2023-06-07,7,Wednesday,6,2,False,UPI,235.49,23.55,0,7.06,219.0,4.4,1.4,1.52,3.0,10.32,False,1.18,19.89,Delivered,7,False,4.0,199.11,True,Morning,10-15 mins
ORD_00311092,STR_005,CUST_025997,2023-12-31 20:15:56,2023-12-31,20,Sunday,12,4,True,UPI,154.97,15.5,0,4.65,144.12,2.64,2.24,1.55,12.28,18.71,False,2.64,43.0,Delivered,3,False,4.0,101.12,True,Evening,15-25 mins
ORD_00104379,STR_010,CUST_012319,2023-05-08 18:13:17,2023-05-08,18,Monday,5,2,False,UPI,148.09,0.0,25,4.44,177.53,5.04,2.2,1.71,9.48,18.43,False,2.2,32.36,Delivered,2,False,5.0,145.17,True,Evening,15-25 mins
ORD_00382122,STR_009,CUST_011863,2024-03-24 08:20:38,2024-03-24,8,Sunday,3,1,True,Card,250.54,0.0,0,7.52,258.06,4.4,1.18,1.44,4.2,11.22,False,0.9,18.79,Delivered,7,False,4.0,239.27,True,Morning,10-15 mins
ORD_00417672,STR_007,CUST_036276,2024-05-10 10:55:56,2024-05-10,10,Friday,5,2,False,Card,652.72,32.64,0,19.58,639.66,5.68,2.38,1.54,4.67,14.269999999999998,False,1.22,33.22,Delivered,9,True,3.0,606.44,True,Morning,10-15 mins
ORD_00228767,STR_006,CUST_020190,2023-10-14 13:51:29,2023-10-14,13,Saturday,10,4,True,UPI,789.48,0.0,0,23.68,813.16,2.43,3.22,1.11,8.85,15.61,False,1.7,28.1,Delivered,3,True,4.0,785.06,True,Afternoon,15-25 mins
ORD_00011766,STR_007,CUST_015609,2023-01-13 12:41:28,2023-01-13,12,Friday,1,1,False,UPI,321.66,0.0,0,9.65,331.31,4.01,2.01,2.4,9.7,18.12,False,1.92,27.65,Delivered,7,False,4.0,303.66,True,Afternoon,15-25 mins
ORD_00450795,STR_007,CUST_021606,2024-06-26 16:43:21,2024-06-26,16,Wednesday,6,2,False,Card,400.51,0.0,0,12.02,412.53,4.45,1.09,1.11,11.0,17.65,False,2.28,32.27,Delivered,7,False,4.0,380.26,True,Afternoon,15-25 mins
ORD_00059251,STR_007,CUST_032818,2023-03-11 12:09:24,2023-03-11,12,Saturday,3,1,True,UPI,166.93,0.0,0,5.01,171.94,4.65,1.0,1.4,7.15,14.2,False,1.47,27.41,Delivered,9,False,5.0,144.53,True,Afternoon,10-15 mins
ORD_00312107,STR_005,CUST_028828,2024-01-01 12:04:28,2024-01-01,12,Monday,1,1,False,Card,251.47,25.15,0,7.54,233.86,5.22,2.36,1.02,14.09,22.69,False,2.46,34.87,Delivered,11,False,4.0,198.99,True,Afternoon,15-25 mins
ORD_00131457,STR_008,CUST_016355,2023-06-16 18:32:03,2023-06-16,18,Friday,6,2,False,UPI,324.1,16.21,0,9.72,317.61,6.14,1.82,1.19,9.08,18.23,False,2.43,31.09,Delivered,3,False,1.0,286.52,True,Evening,15-25 mins
ORD_00346632,STR_005,CUST_029785,2024-02-08 08:53:13,2024-02-08,8,Thursday,2,1,False,UPI,277.02,0.0,0,8.31,285.33,2.0,1.53,0.5,7.74,11.77,False,2.61,34.19,Delivered,4,False,2.0,251.14,True,Morning,10-15 mins
ORD_00448785,STR_006,CUST_015820,2024-06-23 22:31:49,2024-06-23,22,Sunday,6,2,True,Card,272.76,0.0,0,8.18,280.94,6.39,3.04,1.15,6.61,17.19,False,1.17,27.48,Delivered,8,False,5.0,253.46,True,Night,15-25 mins
ORD_00153118,STR_008,CUST_045429,2023-07-15 19:46:58,2023-07-15,19,Saturday,7,3,True,COD,117.01,5.85,25,3.51,139.67,5.05,1.81,1.39,6.42,14.67,False,1.28,29.0,RTO,6,False,,110.67,True,Evening,10-15 mins
ORD_00405050,STR_002,CUST_011981,2024-04-23 13:45:49,2024-04-23,13,Tuesday,4,2,False,Card,996.88,49.84,0,29.91,976.95,5.74,1.63,1.78,10.28,19.43,False,1.73,27.69,Delivered,3,False,4.0,949.26,True,Afternoon,15-25 mins
ORD_00357976,STR_009,CUST_021033,2024-02-22 18:22:00,2024-02-22,18,Thursday,2,1,False,Wallet,432.6,64.89,0,12.98,380.69,6.99,2.75,1.92,10.5,22.16,False,2.46,35.51,Delivered,1,False,4.0,345.18,True,Evening,15-25 mins
ORD_00085246,STR_010,CUST_017162,2023-04-13 12:24:29,2023-04-13,12,Thursday,4,2,False,UPI,187.44,9.37,0,5.62,183.69,4.75,2.94,0.8,4.76,13.25,False,0.33,20.24,Delivered,10,False,4.0,163.45,True,Afternoon,10-15 mins
ORD_00447021,STR_004,CUST_033406,2024-06-21 21:37:13,2024-06-21,21,Friday,6,2,False,Card,562.1,0.0,0,16.86,578.96,2.48,2.32,1.57,3.0,9.37,True,0.38,19.97,Delivered,7,False,5.0,558.99,True,Night,8-10 mins
ORD_00348184,STR_006,CUST_012280,2024-02-10 21:53:34,2024-02-10,21,Saturday,2,1,True,UPI,240.14,48.03,0,7.2,199.31,3.88,2.65,1.35,13.45,21.33,False,2.48,31.67,Delivered,9,False,4.0,167.64,True,Night,15-25 mins
ORD_00221613,STR_001,CUST_047786,2023-10-08 18:45:15,2023-10-08,18,Sunday,10,4,True,Card,512.93,102.59,0,15.39,425.73,5.33,3.06,0.9,3.0,12.29,False,0.62,22.53,Delivered,11,True,3.0,403.2,True,Evening,10-15 mins
ORD_00381535,STR_002,CUST_038316,2024-03-24 17:59:44,2024-03-24,17,Sunday,3,1,True,UPI,94.65,9.47,25,2.84,113.02,4.09,1.99,1.54,3.98,11.6,False,1.36,21.9,Delivered,6,False,4.0,91.12,True,Evening,10-15 mins
ORD_00210514,STR_010,CUST_011299,2023-09-26 10:47:50,2023-09-26,10,Tuesday,9,3,False,Card,165.86,16.59,0,4.98,154.25,7.51,1.97,1.69,3.0,14.17,False,0.67,22.45,Delivered,10,False,3.0,131.8,True,Morning,10-15 mins
ORD_00184608,STR_008,CUST_039031,2023-08-24 18:16:00,2023-08-24,18,Thursday,8,3,False,COD,689.42,34.47,0,20.68,675.63,6.21,2.42,1.97,5.99,16.59,False,1.02,23.01,Delivered,2,False,4.0,652.62,True,Evening,15-25 mins
ORD_00422324,STR_003,CUST_024217,2024-05-17 13:48:18,2024-05-17,13,Friday,5,2,False,UPI,703.73,35.19,0,21.11,689.65,7.31,2.64,2.46,4.15,16.560000000000002,False,0.59,23.83,Delivered,7,False,5.0,665.82,True,Afternoon,15-25 mins
ORD_00140267,STR_001,CUST_033354,2023-06-29 12:27:41,2023-06-29,12,Thursday,6,2,False,Wallet,181.35,27.2,0,5.44,159.59,4.63,1.51,1.4,4.94,12.48,False,0.79,19.81,Delivered,2,False,3.0,139.78,True,Afternoon,10-15 mins
ORD_00160602,STR_003,CUST_001887,2023-07-25 11:22:54,2023-07-25,11,Tuesday,7,3,False,Card,983.9,0.0,0,29.52,1013.42,3.93,1.34,1.56,9.94,16.77,False,1.92,33.51,Cancelled,8,False,,979.91,True,Morning,15-25 mins
ORD_00280273,STR_010,CUST_049601,2023-11-28 08:37:29,2023-11-28,8,Tuesday,11,4,False,UPI,69.45,13.89,25,2.08,82.64,5.61,3.0,0.51,7.49,16.61,False,2.2,29.52,Delivered,6,False,4.0,53.12,True,Morning,15-25 mins
ORD_00033354,STR_001,CUST_038004,2023-02-06 19:01:10,2023-02-06,19,Monday,2,1,False,UPI,794.44,0.0,0,23.83,818.27,5.3,1.0,1.22,11.46,18.98,False,1.97,28.57,Delivered,11,False,5.0,789.7,True,Evening,15-25 mins
ORD_00135241,STR_009,CUST_036886,2023-06-21 22:25:47,2023-06-21,22,Wednesday,6,2,False,Card,580.52,0.0,0,17.42,597.94,5.85,2.43,0.8,8.18,17.259999999999998,False,2.0,30.3,Delivered,6,False,2.0,567.64,True,Night,15-25 mins
ORD_00192718,STR_001,CUST_044235,2023-09-04 09:43:05,2023-09-04,9,Monday,9,3,False,Card,136.64,0.0,25,4.1,165.74,7.89,1.97,0.88,7.85,18.59,False,1.61,29.87,Delivered,6,False,5.0,135.87,True,Morning,15-25 mins
ORD_00063247,STR_008,CUST_046074,2023-03-16 23:37:52,2023-03-16,23,Thursday,3,1,False,Card,748.67,0.0,0,22.46,771.13,4.41,2.12,1.09,5.44,13.06,False,1.28,25.91,Delivered,2,False,5.0,745.22,True,Night,10-15 mins
ORD_00028292,STR_008,CUST_023197,2023-01-30 09:24:30,2023-01-30,9,Monday,1,1,False,Card,542.39,54.24,0,16.27,504.42,5.07,3.06,1.61,8.35,18.09,False,1.65,31.79,Cancelled,10,False,,472.63,True,Morning,15-25 mins
ORD_00149209,STR_006,CUST_001856,2023-07-10 08:53:15,2023-07-10,8,Monday,7,3,False,UPI,349.97,17.5,0,10.5,342.97,6.39,1.2,2.46,7.73,17.78,False,1.56,36.39,Delivered,6,False,4.0,306.58,True,Morning,15-25 mins
ORD_00386577,STR_007,CUST_046044,2024-03-30 22:01:42,2024-03-30,22,Saturday,3,1,True,Card,170.47,0.0,0,5.11,175.58,6.95,1.65,1.46,3.0,13.06,False,1.16,25.12,Delivered,7,False,3.0,150.46,True,Night,10-15 mins
ORD_00133574,STR_004,CUST_022065,2023-06-19 08:25:04,2023-06-19,8,Monday,6,2,False,Card,193.43,0.0,0,5.8,199.23,5.07,1.97,2.17,10.0,19.21,False,2.32,31.16,Delivered,5,False,5.0,168.07,True,Morning,15-25 mins
ORD_00020457,STR_005,CUST_019651,2023-01-22 13:28:46,2023-01-22,13,Sunday,1,1,True,UPI,661.86,99.28,0,19.86,582.44,8.06,2.09,1.81,13.83,25.79,False,2.38,33.86,Delivered,2,False,3.0,548.58,True,Afternoon,>25 mins
ORD_00408623,STR_010,CUST_038627,2024-04-27 10:06:08,2024-04-27,10,Saturday,4,2,True,UPI,574.79,28.74,0,17.24,563.29,4.43,2.15,1.08,11.04,18.7,False,2.34,39.6,Delivered,9,False,2.0,523.69,True,Morning,15-25 mins
ORD_00391198,STR_007,CUST_032035,2024-04-05 12:24:57,2024-04-05,12,Friday,4,2,False,COD,171.95,25.79,0,5.16,151.32,7.0,2.04,1.62,3.03,13.69,False,0.51,21.64,Delivered,3,False,4.0,129.68,True,Afternoon,10-15 mins
ORD_00347341,STR_006,CUST_021375,2024-02-09 18:52:15,2024-02-09,18,Friday,2,1,False,UPI,319.84,0.0,0,9.6,329.44,5.0,1.0,1.97,8.47,16.44,False,1.71,30.78,Delivered,8,False,2.0,298.66,True,Evening,15-25 mins
ORD_00332683,STR_002,CUST_001955,2024-01-23 05:01:10,2024-01-23,5,Tuesday,1,1,False,UPI,350.64,17.53,0,10.52,343.63,4.37,1.26,1.65,10.36,17.64,False,1.97,27.9,Delivered,9,True,4.0,315.73,True,Late Night,15-25 mins
ORD_00145021,STR_005,CUST_012570,2023-07-05 11:15:15,2023-07-05,11,Wednesday,7,3,False,UPI,241.71,24.17,0,7.25,224.79,7.18,1.12,1.78,8.56,18.64,False,1.62,27.13,Cancelled,2,False,,197.66,True,Morning,15-25 mins
ORD_00029629,STR_006,CUST_014956,2023-02-01 19:26:21,2023-02-01,19,Wednesday,2,1,False,UPI,126.26,18.94,25,3.79,136.11,3.42,2.54,1.19,9.69,16.84,False,1.95,31.65,RTO,6,False,,104.46,True,Evening,15-25 mins
ORD_00163728,STR_005,CUST_006660,2023-07-29 08:42:13,2023-07-29,8,Saturday,7,3,True,UPI,500.47,0.0,0,15.01,515.48,6.37,3.1,1.13,7.38,17.98,False,2.41,31.27,Delivered,3,False,3.0,484.21,True,Morning,15-25 mins
ORD_00317636,STR_004,CUST_014652,2024-01-07 17:07:17,2024-01-07,17,Sunday,1,1,True,Card,154.28,15.43,0,4.63,143.48,6.36,3.21,1.64,3.56,14.77,False,0.9,22.57,Delivered,6,False,5.0,120.91,True,Evening,10-15 mins
ORD_00254232,STR_008,CUST_033481,2023-11-05 16:08:59,2023-11-05,16,Sunday,11,4,True,UPI,163.79,0.0,0,4.91,168.7,6.22,1.66,1.74,4.39,14.009999999999998,False,0.95,22.56,Delivered,9,False,5.0,146.14,True,Afternoon,10-15 mins
ORD_00339636,STR_005,CUST_004736,2024-01-30 17:47:11,2024-01-30,17,Tuesday,1,1,False,UPI,194.91,0.0,0,5.85,200.76,5.52,2.49,1.73,11.63,21.37,False,2.46,36.51,Delivered,10,False,5.0,164.25,True,Evening,15-25 mins
ORD_00078502,STR_002,CUST_017353,2023-04-05 23:35:33,2023-04-05,23,Wednesday,4,2,False,UPI,229.34,11.47,0,6.88,224.75,4.68,1.64,1.86,9.1,17.28,False,2.33,30.84,Delivered,4,False,4.0,193.91,True,Night,15-25 mins
ORD_00126709,STR_010,CUST_022511,2023-06-09 21:27:15,2023-06-09,21,Friday,6,2,False,Card,165.5,0.0,0,4.96,170.46,2.0,1.69,1.61,3.0,8.3,True,0.48,14.39,Delivered,2,False,5.0,156.07,True,Night,8-10 mins
ORD_00279263,STR_001,CUST_026270,2023-11-28 14:17:34,2023-11-28,14,Tuesday,11,4,False,UPI,300.92,15.05,0,9.03,294.9,7.25,2.92,0.99,3.0,14.16,False,0.57,22.33,Delivered,8,False,2.0,272.57,True,Afternoon,10-15 mins
ORD_00379118,STR_002,CUST_022332,2024-03-21 12:09:02,2024-03-21,12,Thursday,3,1,False,UPI,269.02,0.0,0,8.07,277.09,5.32,1.28,1.98,3.0,11.58,False,0.86,21.9,Delivered,9,False,5.0,255.19,True,Afternoon,10-15 mins
ORD_00128564,STR_002,CUST_047139,2023-06-12 19:20:22,2023-06-12,19,Monday,6,2,False,Wallet,198.88,0.0,0,5.97,204.85,4.85,3.39,1.69,11.79,21.72,False,2.37,29.97,Delivered,4,False,4.0,174.88,True,Evening,15-25 mins
ORD_00154997,STR_010,CUST_017019,2023-07-17 14:49:19,2023-07-17,14,Monday,7,3,False,UPI,401.76,80.35,0,12.05,333.46,2.96,3.61,1.29,6.32,14.18,False,2.22,30.76,Delivered,2,False,4.0,302.7,True,Afternoon,10-15 mins
ORD_00010868,STR_006,CUST_019960,2023-01-12 20:41:27,2023-01-12,20,Thursday,1,1,False,Wallet,451.38,22.57,0,13.54,442.35,6.1,2.11,1.3,9.16,18.67,False,1.91,30.29,Delivered,11,False,5.0,412.06,True,Evening,15-25 mins
ORD_00315982,STR_010,CUST_024583,2024-01-05 08:58:54,2024-01-05,8,Friday,1,1,False,UPI,136.16,13.62,25,4.08,151.62,6.3,1.92,1.69,10.17,20.08,False,2.27,29.73,Delivered,5,False,5.0,121.89,True,Morning,15-25 mins
ORD_00291874,STR_009,CUST_024590,2023-12-10 09:46:52,2023-12-10,9,Sunday,12,4,True,UPI,209.82,20.98,0,6.29,195.13,5.57,1.16,1.1,6.29,14.12,False,1.57,28.54,Delivered,10,False,4.0,166.59,True,Morning,10-15 mins
ORD_00050840,STR_008,CUST_003842,2023-02-28 15:48:23,2023-02-28,15,Tuesday,2,1,False,UPI,263.54,0.0,0,7.91,271.45,3.75,1.49,1.53,3.56,10.33,False,1.01,24.13,Delivered,8,False,4.0,247.32,True,Afternoon,10-15 mins
ORD_00295383,STR_010,CUST_037924,2023-12-14 16:32:30,2023-12-14,16,Thursday,12,4,False,UPI,316.33,15.82,0,9.49,310.0,3.4,2.0,0.98,3.0,9.38,True,0.38,23.11,Delivered,1,False,3.0,286.89,True,Afternoon,8-10 mins
ORD_00217346,STR_003,CUST_026990,2023-10-04 08:15:01,2023-10-04,8,Wednesday,10,4,False,Card,200.76,30.11,0,6.02,176.67,3.41,1.64,2.41,5.88,13.34,False,1.54,24.77,Delivered,5,False,4.0,151.9,True,Morning,10-15 mins
ORD_00165514,STR_005,CUST_039371,2023-07-31 15:39:41,2023-07-31,15,Monday,7,3,False,Card,485.31,0.0,0,14.56,499.87,3.91,1.76,0.89,6.54,13.1,False,1.11,27.13,Delivered,8,False,3.0,472.74,True,Afternoon,10-15 mins
ORD_00382240,STR_010,CUST_031542,2024-03-24 07:40:02,2024-03-24,7,Sunday,3,1,True,COD,421.72,21.09,0,12.65,413.28,4.75,2.1,1.84,3.0,11.69,False,1.35,26.46,Delivered,11,False,2.0,386.82,True,Morning,10-15 mins
ORD_00080960,STR_005,CUST_028465,2023-04-08 13:52:17,2023-04-08,13,Saturday,4,2,True,Card,133.72,0.0,25,4.01,162.73,6.8,2.64,0.94,3.6,13.98,False,0.31,12.75,Cancelled,3,False,,149.98,True,Afternoon,10-15 mins
ORD_00347672,STR_001,CUST_048610,2024-02-10 09:08:16,2024-02-10,9,Saturday,2,1,True,COD,195.07,19.51,0,5.85,181.41,5.79,1.31,1.01,5.31,13.419999999999998,False,0.61,23.8,Delivered,8,False,4.0,157.61,True,Morning,10-15 mins
ORD_00370136,STR_006,CUST_046547,2024-03-09 20:36:01,2024-03-09,20,Saturday,3,1,True,Wallet,162.26,8.11,0,4.87,159.02,5.59,2.24,1.15,8.03,17.009999999999998,False,1.85,33.28,RTO,8,False,,125.74,True,Evening,15-25 mins
ORD_00031519,STR_002,CUST_038353,2023-02-04 21:47:24,2023-02-04,21,Saturday,2,1,True,Wallet,404.48,40.45,0,12.13,376.16,5.74,1.68,1.11,5.0,13.53,False,2.0,34.4,Delivered,10,False,1.0,341.76,True,Night,10-15 mins
ORD_00430199,STR_002,CUST_024370,2024-05-28 13:54:36,2024-05-28,13,Tuesday,5,2,False,UPI,231.39,34.71,0,6.94,203.62,2.0,2.87,1.65,5.19,11.71,False,1.29,24.0,Delivered,3,True,3.0,179.62,True,Afternoon,10-15 mins
ORD_00169652,STR_009,CUST_026713,2023-08-05 12:34:34,2023-08-05,12,Saturday,8,3,True,Card,310.65,0.0,0,9.32,319.97,4.09,1.2,1.66,15.78,22.73,False,2.88,39.01,Delivered,2,False,4.0,280.96,True,Afternoon,15-25 mins
ORD_00355610,STR_006,CUST_034533,2024-02-19 13:39:54,2024-02-19,13,Monday,2,1,False,UPI,108.02,5.4,25,3.24,130.86,5.45,1.64,2.46,14.32,23.87,False,2.79,37.69,Cancelled,4,True,,93.17,True,Afternoon,15-25 mins
ORD_00425077,STR_009,CUST_005317,2024-05-20 18:25:44,2024-05-20,18,Monday,5,2,False,Card,346.79,52.02,0,10.4,305.17,7.57,2.25,1.23,3.0,14.05,False,0.95,26.77,Delivered,2,False,5.0,278.4,True,Evening,10-15 mins
ORD_00246794,STR_001,CUST_011581,2023-10-30 08:31:06,2023-10-30,8,Monday,10,4,False,UPI,123.26,6.16,25,3.7,145.8,7.22,2.35,0.69,5.24,15.5,False,1.42,25.57,Delivered,6,False,4.0,120.23,True,Morning,15-25 mins
ORD_00060441,STR_010,CUST_011115,2023-03-12 19:19:50,2023-03-12,19,Sunday,3,1,True,UPI,799.81,0.0,0,23.99,823.8,2.0,2.48,1.73,4.34,10.55,False,0.67,20.6,Delivered,4,False,4.0,803.2,True,Evening,10-15 mins
ORD_00323982,STR_002,CUST_041428,2024-01-14 15:56:24,2024-01-14,15,Sunday,1,1,True,COD,440.43,22.02,0,13.21,431.62,4.99,1.82,1.75,7.94,16.5,False,1.58,24.99,Delivered,11,False,5.0,406.63,True,Afternoon,15-25 mins
ORD_00053927,STR_009,CUST_037342,2023-03-04 07:07:25,2023-03-04,7,Saturday,3,1,True,COD,168.6,0.0,0,5.06,173.66,8.55,2.82,1.02,3.0,15.39,False,0.38,17.97,Delivered,1,False,4.0,155.69,True,Morning,15-25 mins
ORD_00063613,STR_003,CUST_037318,2023-03-17 13:12:57,2023-03-17,13,Friday,3,1,False,UPI,151.97,7.6,0,4.56,148.93,6.62,1.54,1.44,9.73,19.33,False,2.01,34.59,Delivered,8,False,4.0,114.34,True,Afternoon,15-25 mins
ORD_00066750,STR_001,CUST_039271,2023-03-21 14:05:17,2023-03-21,14,Tuesday,3,1,False,Card,277.54,0.0,0,8.33,285.87,7.9,2.45,1.25,3.0,14.6,False,0.65,21.51,Delivered,5,False,5.0,264.36,True,Afternoon,10-15 mins
ORD_00192851,STR_003,CUST_014195,2023-09-04 11:23:09,2023-09-04,11,Monday,9,3,False,Card,584.82,0.0,0,17.54,602.36,8.57,2.93,1.51,7.41,20.42,False,1.6,24.88,Delivered,2,False,4.0,577.48,True,Morning,15-25 mins
ORD_00378403,STR_002,CUST_042363,2024-03-20 19:54:09,2024-03-20,19,Wednesday,3,1,False,Wallet,362.3,0.0,0,10.87,373.17,4.92,2.01,2.76,7.69,17.38,False,1.05,24.3,Delivered,11,False,4.0,348.87,True,Evening,15-25 mins
ORD_00387577,STR_007,CUST_023643,2024-03-31 20:12:23,2024-03-31,20,Sunday,3,1,True,UPI,219.04,21.9,0,6.57,203.71,2.0,1.0,2.35,8.17,13.52,False,1.32,24.12,Delivered,3,False,4.0,179.59,True,Evening,10-15 mins
ORD_00188663,STR_009,CUST_010419,2023-08-29 13:50:09,2023-08-29,13,Tuesday,8,3,False,Card,352.15,35.21,0,10.56,327.5,4.43,1.26,2.05,5.16,12.9,False,0.8,27.54,Delivered,6,False,1.0,299.96,True,Afternoon,10-15 mins
ORD_00411548,STR_007,CUST_033980,2024-05-01 14:56:20,2024-05-01,14,Wednesday,5,2,False,Card,399.13,39.91,0,11.97,371.19,3.5,1.38,1.3,5.78,11.96,False,1.39,25.34,Delivered,1,False,4.0,345.85,True,Afternoon,10-15 mins
ORD_00152287,STR_009,CUST_043747,2023-07-14 19:00:47,2023-07-14,19,Friday,7,3,False,UPI,421.73,0.0,0,12.65,434.38,5.03,1.6,1.11,10.17,17.91,False,2.08,30.14,Cancelled,10,True,,404.24,True,Evening,15-25 mins
ORD_00120273,STR_007,CUST_045688,2023-05-31 14:16:31,2023-05-31,14,Wednesday,5,2,False,UPI,207.73,10.39,0,6.23,203.57,6.88,2.29,1.05,8.98,19.200000000000003,False,2.18,30.27,Delivered,9,False,4.0,173.3,True,Afternoon,15-25 mins
ORD_00136973,STR_005,CUST_008935,2023-06-24 08:15:38,2023-06-24,8,Saturday,6,2,True,Card,364.38,0.0,0,10.93,375.31,7.01,2.11,1.24,9.06,19.42,False,1.93,29.23,Delivered,11,False,5.0,346.08,True,Morning,15-25 mins
ORD_00323538,STR_007,CUST_020713,2024-01-13 20:50:29,2024-01-13,20,Saturday,1,1,True,UPI,414.37,20.72,0,12.43,406.08,5.36,2.0,1.34,4.13,12.830000000000002,False,0.57,21.44,Delivered,11,False,5.0,384.64,True,Evening,10-15 mins
ORD_00420933,STR_001,CUST_024033,2024-05-15 10:51:15,2024-05-15,10,Wednesday,5,2,False,Wallet,542.67,0.0,0,16.28,558.95,4.52,1.11,1.46,3.51,10.6,False,0.33,20.62,Delivered,1,False,5.0,538.33,True,Morning,10-15 mins
ORD_00440576,STR_009,CUST_012645,2024-06-11 18:29:09,2024-06-11,18,Tuesday,6,2,False,Card,119.58,0.0,25,3.59,148.17,5.23,1.44,1.53,6.13,14.329999999999998,False,1.57,29.25,RTO,11,False,,118.92,True,Evening,10-15 mins
