item_id,order_id,store_id,sku_id,category,quantity,unit_price_inr,unit_cost_inr,item_total_inr,item_margin_inr,is_substituted,order_date,item_margin_pct
ITM_000680527,ORD_00113604,STR_010,SKU_0083,Dairy & Eggs,1,108.0,91.0,108.0,17.0,False,2023-05-21,0.1574
ITM_000044174,ORD_00007418,STR_007,SKU_0240,Beverages,3,177.0,142.0,531.0,105.0,False,2023-01-08,0.1977
ITM_000157612,ORD_00026355,STR_010,SKU_0140,Packaged Food,1,54.0,42.0,54.0,12.0,False,2023-01-28,0.2222
ITM_000547377,ORD_00091381,STR_009,SKU_0043,Fruits & Vegetables,1,41.0,34.0,41.0,7.0,False,2023-04-21,0.1707
ITM_001611026,ORD_00268531,STR_008,SKU_0124,Dairy & Eggs,1,80.0,67.0,80.0,13.0,False,2023-11-18,0.1625
ITM_001412980,ORD_00235574,STR_006,SKU_0383,Baby & Kids,3,531.0,372.0,1593.0,477.0,False,2023-10-20,0.2994
ITM_000092192,ORD_00015438,STR_002,SKU_0344,Household,2,298.0,226.0,596.0,144.0,False,2023-01-17,0.2416
ITM_000433721,ORD_00072471,STR_005,SKU_0062,Fruits & Vegetables,2,31.0,25.0,62.0,12.0,False,2023-03-28,0.1935
ITM_001616975,ORD_00269525,STR_005,SKU_0208,Beverages,1,125.0,100.0,125.0,25.0,False,2023-11-19,0.2
ITM_001615053,ORD_00269202,STR_002,SKU_0103,Dairy & Eggs,1,75.0,63.0,75.0,12.0,False,2023-11-19,0.16
ITM_001145647,ORD_00191014,STR_002,SKU_0213,Beverages,3,150.0,120.0,450.0,90.0,False,2023-09-02,0.2
ITM_001347171,ORD_00224632,STR_007,SKU_0166,Packaged Food,1,125.0,98.0,125.0,27.0,False,2023-10-10,0.216
ITM_002273207,ORD_00378792,STR_007,SKU_0367,Household,4,22.0,17.0,88.0,20.0,False,2024-03-20,0.2273
ITM_001649597,ORD_00274962,STR_005,SKU_0145,Packaged Food,1,236.0,184.0,236.0,52.0,False,2023-11-24,0.2203
ITM_001830498,ORD_00305023,STR_009,SKU_0193,Beverages,1,59.0,47.0,59.0,12.0,False,2023-12-24,0.2034
ITM_000894539,ORD_00149222,STR_006,SKU_0423,Baby & Kids,1,394.0,276.0,394.0,118.0,False,2023-07-10,0.2995
ITM_000708495,ORD_00118245,STR_006,SKU_0149,Packaged Food,1,59.0,46.0,59.0,13.0,False,2023-05-28,0.2203
ITM_000163883,ORD_00027406,STR_009,SKU_0007,Fruits & Vegetables,1,25.0,20.0,25.0,5.0,False,2023-01-29,0.2
ITM_000947626,ORD_00158055,STR_002,SKU_0438,Snacks & Confectionery,2,151.0,103.0,302.0,96.0,False,2023-07-22,0.3179
ITM_001475456,ORD_00246074,STR_006,SKU_0049,Fruits & Vegetables,1,47.0,39.0,47.0,8.0,False,2023-10-29,0.1702
ITM_000290796,ORD_00048570,STR_010,SKU_0250,Personal Care,1,10.0,7.0,10.0,3.0,False,2023-02-25,0.3
ITM_002062303,ORD_00343696,STR_005,SKU_0035,Fruits & Vegetables,4,31.0,25.0,124.0,24.0,False,2024-02-04,0.1935
ITM_000444676,ORD_00074275,STR_010,SKU_0068,Dairy & Eggs,1,52.0,44.0,52.0,8.0,False,2023-03-30,0.1538
ITM_000797173,ORD_00132966,STR_006,SKU_0117,Dairy & Eggs,1,84.0,71.0,84.0,13.0,False,2023-06-18,0.1548
ITM_002323348,ORD_00387154,STR_004,SKU_0318,Household,2,221.0,168.0,442.0,106.0,False,2024-03-31,0.2398
ITM_000772633,ORD_00128867,STR_007,SKU_0268,Personal Care,1,224.0,161.0,224.0,63.0,False,2023-06-12,0.2812
ITM_000260088,ORD_00043423,STR_003,SKU_0051,Fruits & Vegetables,1,24.0,20.0,24.0,4.0,False,2023-02-19,0.1667
ITM_001034349,ORD_00172537,STR_004,SKU_0051,Fruits & Vegetables,1,24.0,20.0,24.0,4.0,False,2023-08-09,0.1667
ITM_001270252,ORD_00211820,STR_007,SKU_0266,Personal Care,1,302.0,217.0,302.0,85.0,False,2023-09-28,0.2815
ITM_000909686,ORD_00151696,STR_001,SKU_0005,Fruits & Vegetables,1,36.0,30.0,36.0,6.0,False,2023-07-14,0.1667
ITM_001638627,ORD_00273138,STR_008,SKU_0018,Fruits & Vegetables,1,31.0,25.0,31.0,6.0,False,2023-11-22,0.1935
ITM_000484641,ORD_00080887,STR_004,SKU_0488,Snacks & Confectionery,1,10.0,7.0,10.0,3.0,False,2023-04-08,0.3
ITM_001745267,ORD_00290872,STR_010,SKU_0240,Beverages,3,177.0,142.0,531.0,105.0,False,2023-12-09,0.1977
ITM_002226652,ORD_00371021,STR_005,SKU_0146,Packaged Food,1,197.0,154.0,197.0,43.0,False,2024-03-10,0.2183
ITM_000864485,ORD_00144182,STR_003,SKU_0309,Personal Care,2,67.0,48.0,134.0,38.0,False,2023-07-04,0.2836
ITM_001265250,ORD_00210996,STR_006,SKU_0269,Personal Care,1,246.0,177.0,246.0,69.0,False,2023-09-27,0.2805
ITM_000527113,ORD_00087979,STR_002,SKU_0140,Packaged Food,1,54.0,42.0,54.0,12.0,False,2023-04-17,0.2222
ITM_000048334,ORD_00008111,STR_004,SKU_0006,Fruits & Vegetables,3,36.0,30.0,108.0,18.0,False,2023-01-09,0.1667
ITM_002024704,ORD_00337384,STR_002,SKU_0186,Packaged Food,1,181.0,141.0,181.0,40.0,False,2024-01-28,0.221
ITM_002183593,ORD_00363904,STR_006,SKU_0292,Personal Care,3,99.0,71.0,297.0,84.0,False,2024-03-01,0.2828
ITM_000010852,ORD_00001856,STR_010,SKU_0427,Baby & Kids,1,322.0,225.0,322.0,97.0,False,2023-01-02,0.3012
ITM_001401010,ORD_00233586,STR_007,SKU_0372,Household,1,137.0,104.0,137.0,33.0,False,2023-10-18,0.2409
ITM_000734322,ORD_00122528,STR_010,SKU_0224,Beverages,2,73.0,58.0,146.0,30.0,False,2023-06-03,0.2055
ITM_000205898,ORD_00034428,STR_006,SKU_0102,Dairy & Eggs,1,116.0,97.0,116.0,19.0,False,2023-02-07,0.1638
ITM_001785331,ORD_00297511,STR_001,SKU_0163,Packaged Food,1,10.0,8.0,10.0,2.0,False,2023-12-17,0.2
ITM_001056909,ORD_00176271,STR_009,SKU_0108,Dairy & Eggs,2,61.0,51.0,122.0,20.0,False,2023-08-13,0.1639
ITM_002683215,ORD_00447234,STR_007,SKU_0093,Dairy & Eggs,1,10.0,8.0,10.0,2.0,False,2024-06-21,0.2
ITM_000731329,ORD_00122026,STR_004,SKU_0172,Packaged Food,1,126.0,98.0,126.0,28.0,False,2023-06-03,0.2222
ITM_002605551,ORD_00434219,STR_007,SKU_0071,Dairy & Eggs,1,42.0,35.0,42.0,7.0,False,2024-06-02,0.1667
ITM_000750942,ORD_00125278,STR_009,SKU_0167,Packaged Food,1,172.0,134.0,172.0,38.0,False,2023-06-07,0.2209
ITM_001321651,ORD_00220456,STR_003,SKU_0069,Dairy & Eggs,3,86.0,72.0,258.0,42.0,False,2023-10-07,0.1628
ITM_001372040,ORD_00228774,STR_006,SKU_0406,Baby & Kids,2,402.0,281.0,804.0,242.0,False,2023-10-14,0.301
ITM_000216613,ORD_00036221,STR_002,SKU_0285,Personal Care,2,195.0,140.0,390.0,110.0,False,2023-02-10,0.2821
ITM_001202634,ORD_00200602,STR_005,SKU_0158,Packaged Food,1,219.0,171.0,219.0,48.0,False,2023-09-14,0.2192
ITM_000455646,ORD_00076075,STR_001,SKU_0026,Fruits & Vegetables,3,72.0,59.0,216.0,39.0,False,2023-04-02,0.1806
ITM_001098630,ORD_00183200,STR_008,SKU_0081,Dairy & Eggs,3,106.0,89.0,318.0,51.0,False,2023-08-22,0.1604
ITM_001156238,ORD_00192795,STR_002,SKU_0446,Snacks & Confectionery,1,84.0,57.0,84.0,27.0,False,2023-09-04,0.3214
ITM_002636851,ORD_00439502,STR_002,SKU_0343,Household,1,142.0,108.0,142.0,34.0,False,2024-06-10,0.2394
ITM_001308890,ORD_00218313,STR_003,SKU_0129,Packaged Food,1,54.0,42.0,54.0,12.0,False,2023-10-05,0.2222
ITM_002194551,ORD_00365710,STR_006,SKU_0095,Dairy & Eggs,1,105.0,88.0,105.0,17.0,False,2024-03-03,0.1619
ITM_002707264,ORD_00451247,STR_004,SKU_0459,Snacks & Confectionery,1,99.0,67.0,99.0,32.0,False,2024-06-27,0.3232
ITM_001568141,ORD_00261392,STR_004,SKU_0084,Dairy & Eggs,1,130.0,109.0,130.0,21.0,False,2023-11-12,0.1615
ITM_001652994,ORD_00275523,STR_001,SKU_0135,Packaged Food,1,63.0,49.0,63.0,14.0,False,2023-11-25,0.2222
ITM_002711883,ORD_00452003,STR_006,SKU_0177,Packaged Food,1,149.0,116.0,149.0,33.0,False,2024-06-28,0.2215
ITM_000331883,ORD_00055434,STR_006,SKU_0012,Fruits & Vegetables,1,39.0,32.0,39.0,7.0,False,2023-03-06,0.1795
ITM_001243371,ORD_00207354,STR_002,SKU_0077,Dairy & Eggs,1,50.0,42.0,50.0,8.0,False,2023-09-23,0.16
ITM_000967088,ORD_00161323,STR_002,SKU_0159,Packaged Food,2,120.0,94.0,240.0,52.0,False,2023-07-26,0.2167
ITM_000100079,ORD_00016744,STR_006,SKU_0263,Personal Care,1,34.0,24.0,34.0,10.0,False,2023-01-18,0.2941
ITM_000834948,ORD_00139224,STR_004,SKU_0431,Baby & Kids,4,512.0,358.0,2048.0,616.0,False,2023-06-27,0.3008
ITM_001440384,ORD_00240200,STR_004,SKU_0499,Snacks & Confectionery,1,71.0,48.0,71.0,23.0,False,2023-10-24,0.3239
ITM_001361084,ORD_00226968,STR_010,SKU_0196,Beverages,1,176.0,141.0,176.0,35.0,False,2023-10-12,0.1989
ITM_002650951,ORD_00441886,STR_009,SKU_0485,Snacks & Confectionery,2,39.0,27.0,78.0,24.0,False,2024-06-13,0.3077
ITM_001976872,ORD_00329415,STR_002,SKU_0214,Beverages,4,63.0,50.0,252.0,52.0,False,2024-01-20,0.2063
ITM_000168820,ORD_00028259,STR_008,SKU_0374,Baby & Kids,1,424.0,297.0,424.0,127.0,False,2023-01-30,0.2995
ITM_001324307,ORD_00220887,STR_006,SKU_0012,Fruits & Vegetables,2,39.0,32.0,78.0,14.0,False,2023-10-07,0.1795
ITM_002058984,ORD_00343143,STR_010,SKU_0247,Beverages,2,98.0,78.0,196.0,40.0,False,2024-02-03,0.2041
ITM_000393570,ORD_00065708,STR_007,SKU_0112,Dairy & Eggs,3,60.0,50.0,180.0,30.0,False,2023-03-19,0.1667
ITM_000427686,ORD_00071471,STR_001,SKU_0356,Household,2,208.0,158.0,416.0,100.0,False,2023-03-27,0.2404
ITM_001924783,ORD_00320711,STR_007,SKU_0172,Packaged Food,3,126.0,98.0,378.0,84.0,False,2024-01-10,0.2222
ITM_000321146,ORD_00053646,STR_006,SKU_0300,Personal Care,2,352.0,253.0,704.0,198.0,False,2023-03-04,0.2812
ITM_001579185,ORD_00263246,STR_009,SKU_0123,Dairy & Eggs,1,98.0,82.0,98.0,16.0,False,2023-11-13,0.1633
ITM_001986055,ORD_00330973,STR_004,SKU_0132,Packaged Food,3,79.0,62.0,237.0,51.0,False,2024-01-21,0.2152
ITM_001214200,ORD_00202513,STR_008,SKU_0126,Packaged Food,1,23.0,18.0,23.0,5.0,False,2023-09-16,0.2174
ITM_000113054,ORD_00018952,STR_001,SKU_0454,Snacks & Confectionery,2,110.0,75.0,220.0,70.0,False,2023-01-21,0.3182
ITM_000868169,ORD_00144806,STR_002,SKU_0056,Fruits & Vegetables,1,71.0,58.0,71.0,13.0,False,2023-07-05,0.1831
ITM_002206804,ORD_00367759,STR_003,SKU_0362,Household,2,16.0,12.0,32.0,8.0,False,2024-03-06,0.25
ITM_002418464,ORD_00403094,STR_009,SKU_0118,Dairy & Eggs,1,90.0,76.0,90.0,14.0,False,2024-04-20,0.1556
ITM_000751615,ORD_00125386,STR_001,SKU_0229,Beverages,1,114.0,91.0,114.0,23.0,False,2023-06-08,0.2018
ITM_000228631,ORD_00038198,STR_005,SKU_0177,Packaged Food,1,149.0,116.0,149.0,33.0,False,2023-02-12,0.2215
ITM_001090279,ORD_00181824,STR_010,SKU_0381,Baby & Kids,1,258.0,181.0,258.0,77.0,False,2023-08-20,0.2984
ITM_001184222,ORD_00197480,STR_004,SKU_0288,Personal Care,2,273.0,197.0,546.0,152.0,False,2023-09-10,0.2784
ITM_000998776,ORD_00166590,STR_010,SKU_0348,Household,1,302.0,230.0,302.0,72.0,False,2023-08-01,0.2384
ITM_001829055,ORD_00304782,STR_007,SKU_0369,Household,3,166.0,126.0,498.0,120.0,False,2023-12-24,0.241
ITM_001335427,ORD_00222694,STR_009,SKU_0264,Personal Care,1,97.0,70.0,97.0,27.0,False,2023-10-08,0.2784
ITM_001384913,ORD_00230894,STR_010,SKU_0170,Packaged Food,1,10.0,8.0,10.0,2.0,False,2023-10-15,0.2
ITM_000149302,ORD_00024994,STR_007,SKU_0354,Household,1,254.0,193.0,254.0,61.0,False,2023-01-27,0.2402
ITM_002198555,ORD_00366387,STR_004,SKU_0112,Dairy & Eggs,2,60.0,50.0,120.0,20.0,False,2024-03-04,0.1667
ITM_002642087,ORD_00440371,STR_005,SKU_0099,Dairy & Eggs,1,170.0,143.0,170.0,27.0,False,2024-06-11,0.1588
ITM_002034462,ORD_00339016,STR_008,SKU_0320,Household,1,236.0,179.0,236.0,57.0,False,2024-01-29,0.2415
ITM_000465063,ORD_00077656,STR_010,SKU_0131,Packaged Food,1,140.0,109.0,140.0,31.0,False,2023-04-03,0.2214
ITM_001040070,ORD_00173499,STR_007,SKU_0187,Beverages,1,12.0,10.0,12.0,2.0,False,2023-08-10,0.1667
ITM_002230451,ORD_00371650,STR_002,SKU_0138,Packaged Food,2,40.0,31.0,80.0,18.0,False,2024-03-11,0.225
ITM_000643407,ORD_00107453,STR_006,SKU_0189,Beverages,1,127.0,102.0,127.0,25.0,False,2023-05-13,0.1969
ITM_001033115,ORD_00172342,STR_002,SKU_0131,Packaged Food,1,140.0,109.0,140.0,31.0,False,2023-08-09,0.2214
ITM_001382244,ORD_00230456,STR_007,SKU_0070,Dairy & Eggs,1,143.0,120.0,143.0,23.0,False,2023-10-15,0.1608
ITM_000559664,ORD_00093408,STR_010,SKU_0100,Dairy & Eggs,2,126.0,106.0,252.0,40.0,False,2023-04-23,0.1587
ITM_000695509,ORD_00116093,STR_008,SKU_0169,Packaged Food,1,205.0,160.0,205.0,45.0,False,2023-05-25,0.2195
ITM_001410053,ORD_00235101,STR_002,SKU_0138,Packaged Food,3,40.0,31.0,120.0,27.0,False,2023-10-20,0.225
ITM_001103360,ORD_00183967,STR_009,SKU_0007,Fruits & Vegetables,2,25.0,20.0,50.0,10.0,False,2023-08-23,0.2
ITM_000639645,ORD_00106819,STR_008,SKU_0174,Packaged Food,1,116.0,90.0,116.0,26.0,False,2023-05-12,0.2241
ITM_000138360,ORD_00023173,STR_005,SKU_0215,Beverages,2,10.0,8.0,20.0,4.0,False,2023-01-25,0.2
ITM_000676967,ORD_00113003,STR_003,SKU_0033,Fruits & Vegetables,1,63.0,52.0,63.0,11.0,False,2023-05-21,0.1746
ITM_001730011,ORD_00288333,STR_005,SKU_0073,Dairy & Eggs,1,104.0,87.0,104.0,17.0,False,2023-12-07,0.1635
ITM_001907747,ORD_00317938,STR_006,SKU_0048,Fruits & Vegetables,4,89.0,73.0,356.0,64.0,False,2024-01-07,0.1798
ITM_001683040,ORD_00280535,STR_003,SKU_0329,Household,2,229.0,174.0,458.0,110.0,False,2023-11-29,0.2402
ITM_002615755,ORD_00435905,STR_002,SKU_0043,Fruits & Vegetables,1,41.0,34.0,41.0,7.0,False,2024-06-05,0.1707
ITM_002381125,ORD_00396851,STR_001,SKU_0180,Packaged Food,1,160.0,125.0,160.0,35.0,False,2024-04-13,0.2188
ITM_001317663,ORD_00219781,STR_007,SKU_0083,Dairy & Eggs,2,108.0,91.0,216.0,34.0,False,2023-10-06,0.1574
ITM_002486733,ORD_00414481,STR_007,SKU_0086,Dairy & Eggs,1,76.0,64.0,76.0,12.0,False,2024-05-05,0.1579
ITM_001223809,ORD_00204082,STR_006,SKU_0488,Snacks & Confectionery,1,10.0,7.0,10.0,3.0,False,2023-09-18,0.3
ITM_000588722,ORD_00098298,STR_004,SKU_0184,Packaged Food,1,137.0,107.0,137.0,30.0,False,2023-04-30,0.219
ITM_001766211,ORD_00294348,STR_007,SKU_0172,Packaged Food,1,126.0,98.0,126.0,28.0,False,2023-12-13,0.2222
ITM_000054464,ORD_00009115,STR_006,SKU_0048,Fruits & Vegetables,1,89.0,73.0,89.0,16.0,False,2023-01-10,0.1798
ITM_001994443,ORD_00332365,STR_008,SKU_0413,Baby & Kids,1,497.0,348.0,497.0,149.0,False,2024-01-22,0.2998
ITM_001889762,ORD_00314962,STR_008,SKU_0101,Dairy & Eggs,1,103.0,87.0,103.0,16.0,False,2024-01-04,0.1553
ITM_001157625,ORD_00193018,STR_005,SKU_0491,Snacks & Confectionery,2,33.0,22.0,66.0,22.0,False,2023-09-04,0.3333
ITM_000384895,ORD_00064269,STR_002,SKU_0463,Snacks & Confectionery,1,73.0,50.0,73.0,23.0,False,2023-03-18,0.3151
ITM_000890994,ORD_00148634,STR_009,SKU_0372,Household,1,137.0,104.0,137.0,33.0,False,2023-07-09,0.2409
ITM_002312113,ORD_00385271,STR_002,SKU_0210,Beverages,3,98.0,78.0,294.0,60.0,False,2024-03-29,0.2041
ITM_001646891,ORD_00274495,STR_001,SKU_0176,Packaged Food,1,174.0,136.0,174.0,38.0,False,2023-11-24,0.2184
ITM_000252313,ORD_00042159,STR_009,SKU_0465,Snacks & Confectionery,1,21.0,14.0,21.0,7.0,False,2023-02-17,0.3333
ITM_001013764,ORD_00169073,STR_003,SKU_0345,Household,1,144.0,109.0,144.0,35.0,False,2023-08-05,0.2431
ITM_001087827,ORD_00181416,STR_006,SKU_0201,Beverages,1,62.0,50.0,62.0,12.0,False,2023-08-20,0.1935
ITM_002032176,ORD_00338639,STR_004,SKU_0310,Personal Care,2,280.0,202.0,560.0,156.0,False,2024-01-29,0.2786
ITM_000011080,ORD_00001899,STR_010,SKU_0238,Beverages,2,170.0,136.0,340.0,68.0,False,2023-01-02,0.2
ITM_001545950,ORD_00257737,STR_002,SKU_0043,Fruits & Vegetables,2,41.0,34.0,82.0,14.0,False,2023-11-09,0.1707
ITM_001654522,ORD_00275782,STR_003,SKU_0233,Beverages,1,121.0,97.0,121.0,24.0,False,2023-11-25,0.1983
ITM_000373924,ORD_00062413,STR_006,SKU_0486,Snacks & Confectionery,1,19.0,13.0,19.0,6.0,False,2023-03-15,0.3158
ITM_001870315,ORD_00311741,STR_010,SKU_0215,Beverages,1,10.0,8.0,10.0,2.0,False,2023-12-31,0.2
ITM_000103585,ORD_00017336,STR_003,SKU_0071,Dairy & Eggs,1,42.0,35.0,42.0,7.0,False,2023-01-19,0.1667
ITM_000522086,ORD_00087143,STR_003,SKU_0117,Dairy & Eggs,2,84.0,71.0,168.0,26.0,False,2023-04-16,0.1548
ITM_000051490,ORD_00008628,STR_010,SKU_0333,Household,2,92.0,70.0,184.0,44.0,False,2023-01-09,0.2391
ITM_002366173,ORD_00394344,STR_006,SKU_0256,Personal Care,1,64.0,46.0,64.0,18.0,False,2024-04-09,0.2812
ITM_001168003,ORD_00194783,STR_009,SKU_0112,Dairy & Eggs,1,60.0,50.0,60.0,10.0,False,2023-09-06,0.1667
ITM_001541515,ORD_00257008,STR_005,SKU_0262,Personal Care,1,284.0,204.0,284.0,80.0,False,2023-11-08,0.2817
ITM_001412833,ORD_00235552,STR_006,SKU_0292,Personal Care,1,99.0,71.0,99.0,28.0,False,2023-10-20,0.2828
ITM_002293449,ORD_00382161,STR_009,SKU_0148,Packaged Food,1,55.0,43.0,55.0,12.0,False,2024-03-24,0.2182
ITM_001623273,ORD_00270579,STR_003,SKU_0426,Baby & Kids,3,533.0,373.0,1599.0,480.0,False,2023-11-20,0.3002
ITM_002156213,ORD_00359352,STR_007,SKU_0056,Fruits & Vegetables,2,71.0,58.0,142.0,26.0,False,2024-02-24,0.1831
ITM_002053392,ORD_00342179,STR_009,SKU_0248,Beverages,1,155.0,124.0,155.0,31.0,False,2024-02-02,0.2
ITM_001547308,ORD_00257959,STR_004,SKU_0216,Beverages,4,51.0,41.0,204.0,40.0,False,2023-11-09,0.1961
ITM_001741290,ORD_00290211,STR_005,SKU_0369,Household,2,166.0,126.0,332.0,80.0,False,2023-12-09,0.241
ITM_000702230,ORD_00117230,STR_004,SKU_0163,Packaged Food,1,10.0,8.0,10.0,2.0,False,2023-05-27,0.2
ITM_001806531,ORD_00301051,STR_009,SKU_0178,Packaged Food,1,45.0,35.0,45.0,10.0,False,2023-12-20,0.2222
ITM_001742347,ORD_00290395,STR_006,SKU_0414,Baby & Kids,1,96.0,67.0,96.0,29.0,False,2023-12-09,0.3021
ITM_000478061,ORD_00079795,STR_001,SKU_0464,Snacks & Confectionery,1,128.0,87.0,128.0,41.0,False,2023-04-07,0.3203
ITM_001089186,ORD_00181631,STR_008,SKU_0148,Packaged Food,1,55.0,43.0,55.0,12.0,False,2023-08-20,0.2182
ITM_002385190,ORD_00397532,STR_008,SKU_0088,Dairy & Eggs,1,20.0,17.0,20.0,3.0,False,2024-04-13,0.15
ITM_000315553,ORD_00052716,STR_005,SKU_0479,Snacks & Confectionery,1,108.0,73.0,108.0,35.0,False,2023-03-03,0.3241
ITM_001819361,ORD_00303169,STR_003,SKU_0280,Personal Care,1,285.0,205.0,285.0,80.0,False,2023-12-23,0.2807
ITM_001190223,ORD_00198522,STR_005,SKU_0005,Fruits & Vegetables,1,36.0,30.0,36.0,6.0,False,2023-09-11,0.1667
ITM_001836055,ORD_00305972,STR_010,SKU_0188,Beverages,2,170.0,136.0,340.0,68.0,False,2023-12-25,0.2
ITM_000324622,ORD_00054223,STR_002,SKU_0288,Personal Care,1,273.0,197.0,273.0,76.0,False,2023-03-05,0.2784
ITM_000727764,ORD_00121427,STR_006,SKU_0180,Packaged Food,1,160.0,125.0,160.0,35.0,False,2023-06-02,0.2188
ITM_000900012,ORD_00150099,STR_009,SKU_0306,Personal Care,2,283.0,204.0,566.0,158.0,False,2023-07-11,0.2792
ITM_000123032,ORD_00020600,STR_006,SKU_0051,Fruits & Vegetables,2,24.0,20.0,48.0,8.0,False,2023-01-22,0.1667
ITM_000299950,ORD_00050106,STR_008,SKU_0339,Household,1,93.0,71.0,93.0,22.0,False,2023-02-27,0.2366
ITM_000331008,ORD_00055289,STR_005,SKU_0184,Packaged Food,1,137.0,107.0,137.0,30.0,False,2023-03-06,0.219
ITM_000660061,ORD_00110179,STR_004,SKU_0134,Packaged Food,1,10.0,8.0,10.0,2.0,False,2023-05-17,0.2
ITM_002478733,ORD_00413110,STR_002,SKU_0034,Fruits & Vegetables,2,52.0,43.0,104.0,18.0,False,2024-05-04,0.1731
ITM_000027501,ORD_00004633,STR_002,SKU_0015,Fruits & Vegetables,1,60.0,49.0,60.0,11.0,False,2023-01-06,0.1833
ITM_001662489,ORD_00277105,STR_002,SKU_0387,Baby & Kids,2,206.0,144.0,412.0,124.0,False,2023-11-26,0.301
ITM_002118785,ORD_00353148,STR_009,SKU_0007,Fruits & Vegetables,2,25.0,20.0,50.0,10.0,False,2024-02-16,0.2
ITM_001473752,ORD_00245788,STR_004,SKU_0073,Dairy & Eggs,1,104.0,87.0,104.0,17.0,False,2023-10-29,0.1635
ITM_002508409,ORD_00418064,STR_002,SKU_0229,Beverages,1,114.0,91.0,114.0,23.0,False,2024-05-11,0.2018
ITM_002556055,ORD_00426023,STR_004,SKU_0492,Snacks & Confectionery,1,62.0,42.0,62.0,20.0,False,2024-05-22,0.3226
ITM_000067793,ORD_00011392,STR_003,SKU_0070,Dairy & Eggs,2,143.0,120.0,286.0,46.0,False,2023-01-13,0.1608
ITM_000274856,ORD_00045893,STR_006,SKU_0019,Fruits & Vegetables,1,51.0,42.0,51.0,9.0,False,2023-02-22,0.1765
ITM_002388632,ORD_00398108,STR_004,SKU_0214,Beverages,1,63.0,50.0,63.0,13.0,False,2024-04-14,0.2063
ITM_000474288,ORD_00079167,STR_002,SKU_0155,Packaged Food,1,214.0,167.0,214.0,47.0,False,2023-04-06,0.2196
ITM_002170661,ORD_00361774,STR_006,SKU_0304,Personal Care,2,237.0,171.0,474.0,132.0,False,2024-02-27,0.2785
ITM_000998943,ORD_00166618,STR_001,SKU_0398,Baby & Kids,1,451.0,316.0,451.0,135.0,False,2023-08-02,0.2993
ITM_002220804,ORD_00370062,STR_005,SKU_0170,Packaged Food,2,10.0,8.0,20.0,4.0,False,2024-03-09,0.2
ITM_002445785,ORD_00407632,STR_009,SKU_0127,Packaged Food,2,119.0,93.0,238.0,52.0,False,2024-04-26,0.2185
ITM_002291153,ORD_00381779,STR_005,SKU_0202,Beverages,3,47.0,38.0,141.0,27.0,False,2024-03-24,0.1915
ITM_001423964,ORD_00237438,STR_001,SKU_0395,Baby & Kids,1,632.0,442.0,632.0,190.0,False,2023-10-22,0.3006
ITM_000273067,ORD_00045596,STR_002,SKU_0373,Household,3,141.0,107.0,423.0,102.0,False,2023-02-22,0.2411
ITM_002079023,ORD_00346546,STR_004,SKU_0313,Household,1,108.0,82.0,108.0,26.0,False,2024-02-08,0.2407
ITM_000918383,ORD_00153143,STR_008,SKU_0145,Packaged Food,1,236.0,184.0,236.0,52.0,False,2023-07-15,0.2203
ITM_000578303,ORD_00096561,STR_005,SKU_0016,Fruits & Vegetables,2,48.0,39.0,96.0,18.0,False,2023-04-28,0.1875
ITM_000914103,ORD_00152420,STR_001,SKU_0032,Fruits & Vegetables,2,35.0,29.0,70.0,12.0,False,2023-07-15,0.1714
ITM_001437751,ORD_00239750,STR_010,SKU_0078,Dairy & Eggs,2,91.0,76.0,182.0,30.0,False,2023-10-23,0.1648
ITM_000051240,ORD_00008588,STR_009,SKU_0010,Fruits & Vegetables,1,17.0,14.0,17.0,3.0,False,2023-01-09,0.1765
ITM_001112683,ORD_00185539,STR_002,SKU_0466,Snacks & Confectionery,1,55.0,37.0,55.0,18.0,False,2023-08-26,0.3273
ITM_000189490,ORD_00031683,STR_004,SKU_0233,Beverages,1,121.0,97.0,121.0,24.0,False,2023-02-04,0.1983
ITM_000708440,ORD_00118237,STR_006,SKU_0111,Dairy & Eggs,1,96.0,81.0,96.0,15.0,False,2023-05-28,0.1562
ITM_000236768,ORD_00039559,STR_002,SKU_0260,Personal Care,2,121.0,87.0,242.0,68.0,False,2023-02-14,0.281
ITM_001959188,ORD_00326441,STR_007,SKU_0161,Packaged Food,1,35.0,27.0,35.0,8.0,False,2024-01-16,0.2286
ITM_002616426,ORD_00436009,STR_004,SKU_0017,Fruits & Vegetables,1,15.0,12.0,15.0,3.0,False,2024-06-05,0.2
ITM_001263485,ORD_00210689,STR_002,SKU_0420,Baby & Kids,1,67.0,47.0,67.0,20.0,False,2023-09-27,0.2985
ITM_000394460,ORD_00065862,STR_009,SKU_0124,Dairy & Eggs,2,80.0,67.0,160.0,26.0,False,2023-03-19,0.1625
ITM_000156566,ORD_00026184,STR_008,SKU_0039,Fruits & Vegetables,2,42.0,34.0,84.0,16.0,False,2023-01-28,0.1905
ITM_000658204,ORD_00109868,STR_008,SKU_0079,Dairy & Eggs,4,99.0,83.0,396.0,64.0,False,2023-05-16,0.1616
ITM_001242247,ORD_00207162,STR_010,SKU_0282,Personal Care,1,10.0,7.0,10.0,3.0,False,2023-09-22,0.3
ITM_002417542,ORD_00402939,STR_007,SKU_0158,Packaged Food,1,219.0,171.0,219.0,48.0,False,2024-04-20,0.2192
